corporate_name_S2,main_customers,revenue,profit,country,postal_code,industry_sector,fiscal_year
GlobalCorp_140,"['Customer_VHX', 'Customer_BOL', 'Customer_GVD']",435741010.47,16579390.39,Australia,987936,Energy,2023
GlobalCorp_174,"['Customer_GHB', 'Customer_FNS', 'Customer_KLR']",335643058.57,30002593.85,India,201320,Automotive,2021
Corp_IGPQZR,"['Customer_GHY', 'Customer_DSX', 'Customer_GSF']",214102686.95,50230767.14,USA,945471,Manufacturing,2021
GlobalCorp._43,"['Customer_PMK', 'Customer_NIY', 'Customer_CTY']",544698214.26,5338298.41,France,531043,Retail,2021
GlobalCorp_85,"['Customer_USF', 'Customer_VEV', 'Customer_MFW']",498091292.4,100615753.93,India,138284,Technology,2022
GlobalCorp._106,"['Customer_JCS', 'Customer_HFW', 'Customer_QJW']",77672540.52,7713810.37,UK,137611,Pharmaceuticals,2020
GlobalCorp._63,"['Customer_XYO', 'Customer_ABB', 'Customer_NZH']",196684800.6,40922390.54,UK,096322,Retail,2021
GlobalCorp._112,"['Customer_IAE', 'Customer_FDC', 'Customer_DXP']",408438263.69,6284593.25,Australia,791202,Automotive,2022
GlobalCorp._193,"['Customer_VUM', 'Customer_WPO', 'Customer_JOF']",396392160.7,33983672.39,Australia,445676,Energy,2024
GlobalCorp_73,"['Customer_MSG', 'Customer_XOU', 'Customer_DXH']",298895058.38,34359159.66,Germany,784512,Energy,2020
Corp_PKMWOV,"['Customer_OFZ', 'Customer_NLO', 'Customer_ALU']",422300473.73,109868192.3,Germany,288632,Pharmaceuticals,2024
GlobalCorp._141,"['Customer_ANW', 'Customer_PUX', 'Customer_VCK']",600734957.51,87201137.88,USA,659057,Retail,2022
GlobalCorp_124,"['Customer_GKG', 'Customer_MGS', 'Customer_ZDP']",251962878.59,24499989.72,India,548987,Automotive,2022
GlobalCorp_75,"['Customer_XBY', 'Customer_SCJ', 'Customer_YHN']",495516005.45,-19709388.41,UK,156978,Energy,2020
GlobalCorp_59,"['Customer_SXU', 'Customer_ERX', 'Customer_LDQ']",216784346.86,-4798678.18,France,984276,Technology,2024
Corp_WMJLYH,"['Customer_RYA', 'Customer_JSX', 'Customer_IHW']",341758595.1,57757678.28,Australia,914253,Automotive,2021
Corp_CIYURA,"['Customer_LKY', 'Customer_DAD', 'Customer_WUY']",333595352.87,97592453.34,India,888269,Manufacturing,2021
GlobalCorp._185,"['Customer_KOB', 'Customer_KCJ', 'Customer_QUF']",698867582.82,129548554.34,UK,897233,Pharmaceuticals,2023
GlobalCorp_196,"['Customer_UJZ', 'Customer_NWN', 'Customer_JXP']",96813633.65,19296815.94,Germany,995971,Automotive,2023
GlobalCorp._107,"['Customer_JSK', 'Customer_BKO', 'Customer_IVH']",537128438.27,-51555317.73,France,980366,Manufacturing,2021
GlobalCorp_113,"['Customer_LNA', 'Customer_NSE', 'Customer_EAQ']",481297463.6,-13624897.05,USA,859421,Technology,2022
Corp_LHSFVB,"['Customer_JIP', 'Customer_LNW', 'Customer_NSU']",465426201.19,27300122.6,Canada,567942,Manufacturing,2021
GlobalCorp_186,"['Customer_LEF', 'Customer_FNA', 'Customer_RWH']",407129229.54,45910774.64,France,856148,Retail,2024
GlobalCorp._188,"['Customer_NSP', 'Customer_QII', 'Customer_LHY']",101937462.79,12613623.2,Canada,289239,Manufacturing,2020
GlobalCorp_171,"['Customer_IQF', 'Customer_XXH', 'Customer_HAB']",543114834.57,-6895709.76,Japan,862563,Manufacturing,2021
GlobalCorp._105,"['Customer_YFP', 'Customer_VBG', 'Customer_UAB']",449309647.4,-15485905.22,Japan,986023,Manufacturing,2023
GlobalCorp_124,"['Customer_RXS', 'Customer_NRG', 'Customer_RYL']",150107796.47,10640813.16,India,548987,Automotive,2020
GlobalCorp_64,"['Customer_BCH', 'Customer_OYP', 'Customer_CVK']",655528432.98,158621033.76,UK,737489,Technology,2022
GlobalCorp_93,"['Customer_YKG', 'Customer_NXZ', 'Customer_GJO']",451676525.01,36643254.39,UK,459707,Automotive,2021
Corp_ADLLAS,"['Customer_VGV', 'Customer_ZJH', 'Customer_FQE']",429728486.02,119848533.96,Japan,479572,Retail,2024
Corp_GJKKMO,"['Customer_DUE', 'Customer_SWN', 'Customer_XZG']",243643987.52,42797491.16,Japan,455802,Pharmaceuticals,2020
GlobalCorp_7,"['Customer_VLO', 'Customer_PFG', 'Customer_TWW']",375702425.02,88795288.12,Australia,569477,Technology,2021
GlobalCorp._194,"['Customer_FAZ', 'Customer_SPW', 'Customer_OZS']",459406527.96,121428697.05,Japan,220228,Retail,2023
GlobalCorp._24,"['Customer_LZS', 'Customer_XQA', 'Customer_MBI']",461345061.7,110636830.87,USA,498153,Automotive,2021
GlobalCorp_133,"['Customer_NNN', 'Customer_ZAV', 'Customer_RDW']",645554825.51,186567998.16,Japan,606979,Retail,2020
Corp_SCGEBU,"['Customer_SRJ', 'Customer_FXD', 'Customer_XLL']",402721314.65,83500130.93,India,656576,Pharmaceuticals,2021
Corp_LBZYIA,"['Customer_LVF', 'Customer_ALI', 'Customer_YHG']",604193644.81,133153525.46,France,093852,Automotive,2021
GlobalCorp._140,"['Customer_QHO', 'Customer_OTP', 'Customer_AHC']",22365960.0,5245824.59,Australia,987936,Energy,2024
GlobalCorp_198,"['Customer_XIU', 'Customer_RDR', 'Customer_WCD']",131195236.51,5889156.97,Australia,249693,Manufacturing,2023
GlobalCorp_3,"['Customer_AII', 'Customer_HYG', 'Customer_KQY']",110054894.77,10031652.5,Canada,470156,Retail,2024
GlobalCorp_1,"['Customer_FJT', 'Customer_QAI', 'Customer_YII']",279077226.05,18502278.94,Canada,616198,Retail,2021
GlobalCorp._22,"['Customer_DDG', 'Customer_ZNS', 'Customer_CIR']",48654126.1,6570806.11,India,861245,Automotive,2021
GlobalCorp._189,"['Customer_NPI', 'Customer_RSB', 'Customer_LAU']",400390100.8,30364162.88,Australia,847866,Technology,2023
Corp_ELICXA,"['Customer_TME', 'Customer_QNX', 'Customer_VRL']",464354142.44,4507813.38,Australia,585370,Manufacturing,2023
Corp_HYNUNT,"['Customer_UXY', 'Customer_JHR', 'Customer_DJT']",547503192.04,-5784959.37,Japan,844416,Energy,2023
GlobalCorp_73,"['Customer_NXY', 'Customer_JOL', 'Customer_XOU']",395043017.62,14547805.75,Germany,784512,Energy,2020
GlobalCorp._36,"['Customer_JES', 'Customer_GHE', 'Customer_BKV']",65353078.32,15087762.4,Germany,799263,Pharmaceuticals,2022
GlobalCorp._34,"['Customer_FNL', 'Customer_VXP', 'Customer_UOC']",226498709.18,56298185.45,Australia,614317,Retail,2024
GlobalCorp_168,"['Customer_IUB', 'Customer_RAO', 'Customer_YSF']",346823589.97,35534886.38,USA,782376,Technology,2023
Corp_NYOJTJ,"['Customer_LMH', 'Customer_BFQ', 'Customer_SSX']",430805226.59,-26630454.37,UK,100751,Technology,2023
GlobalCorp._92,"['Customer_HWB', 'Customer_ANW', 'Customer_WHU']",38921639.28,11311423.64,France,529401,Retail,2024
GlobalCorp._27,"['Customer_CYG', 'Customer_XXI', 'Customer_WPB']",672159148.35,80596183.87,Japan,975536,Manufacturing,2023
Corp_VFLIUM,"['Customer_XOM', 'Customer_EKG', 'Customer_MSX']",52011698.75,-1826082.69,India,901224,Manufacturing,2024
GlobalCorp_136,"['Customer_AXT', 'Customer_XSI', 'Customer_HQB']",559600689.49,57415109.68,Japan,431833,Retail,2021
GlobalCorp_153,"['Customer_JPZ', 'Customer_HIA', 'Customer_UGW']",597969714.48,100230372.77,Germany,658333,Manufacturing,2020
Corp_GVTEXO,"['Customer_PGT', 'Customer_MHB', 'Customer_CHO']",115915682.53,18649068.65,Canada,763716,Technology,2023
Corp_YXGWAP,"['Customer_LMW', 'Customer_MUV', 'Customer_UBT']",638458351.13,-16779135.09,India,582911,Automotive,2020
GlobalCorp_9,"['Customer_EOX', 'Customer_GME', 'Customer_XTX']",208816744.88,19150122.62,France,241883,Energy,2020
GlobalCorp._185,"['Customer_CNG', 'Customer_HRT', 'Customer_RZY']",204782938.64,-12204271.74,UK,897233,Pharmaceuticals,2024
GlobalCorp_12,"['Customer_ZPF', 'Customer_SCR', 'Customer_DIR']",208558488.57,40623551.91,France,033718,Technology,2024
GlobalCorp_35,"['Customer_RKI', 'Customer_MII', 'Customer_OVQ']",118138449.94,29353824.94,UK,591578,Retail,2021
GlobalCorp_187,"['Customer_BYF', 'Customer_WSL', 'Customer_WHD']",300905953.01,2024483.91,Germany,983745,Energy,2022
GlobalCorp._67,"['Customer_JXV', 'Customer_LQC', 'Customer_OEL']",478850802.22,-24931288.41,Japan,072385,Automotive,2022
GlobalCorp_93,"['Customer_FJG', 'Customer_XZO', 'Customer_ZYR']",368856741.56,43277433.98,UK,459707,Automotive,2022
GlobalCorp._72,"['Customer_TVR', 'Customer_ACL', 'Customer_GFG']",468366606.2,104636437.47,USA,740955,Retail,2020
GlobalCorp._143,"['Customer_QFI', 'Customer_CPI', 'Customer_DSR']",250010764.02,72447108.16,Japan,672973,Energy,2021
Corp_HYMHQY,"['Customer_LYJ', 'Customer_EGS', 'Customer_EKO']",400557033.28,11532557.79,Germany,180210,Retail,2021
GlobalCorp_158,"['Customer_HIH', 'Customer_RQQ', 'Customer_NUL']",338680941.89,-17529791.59,Germany,064201,Retail,2023
GlobalCorp_22,"['Customer_NVJ', 'Customer_CVM', 'Customer_DJF']",674334696.52,11103411.44,India,861245,Automotive,2022
Corp_IYGCNX,"['Customer_IAV', 'Customer_IPU', 'Customer_BRI']",413774260.53,99432511.61,India,342815,Energy,2024
GlobalCorp_132,"['Customer_AQM', 'Customer_ZBP', 'Customer_NJS']",285507204.86,39491638.61,USA,884874,Automotive,2020
GlobalCorp_38,"['Customer_XAB', 'Customer_MNU', 'Customer_RUF']",281856524.43,9305736.12,France,282542,Pharmaceuticals,2022
GlobalCorp_176,"['Customer_AZR', 'Customer_POS', 'Customer_XQB']",614855333.86,103409488.81,France,439111,Energy,2023
Corp_RJJQJG,"['Customer_NEA', 'Customer_BEX', 'Customer_XLI']",112138868.89,28470414.55,Japan,041700,Retail,2023
Corp_CDMTVT,"['Customer_ILS', 'Customer_SIB', 'Customer_PCB']",212703588.12,24001122.0,India,664863,Energy,2024
GlobalCorp._129,"['Customer_TXU', 'Customer_YCX', 'Customer_HUQ']",275772406.37,38859553.92,Japan,472792,Automotive,2023
GlobalCorp._174,"['Customer_XZO', 'Customer_IHS', 'Customer_YAI']",222867236.9,64511590.79,India,201320,Automotive,2022
Corp_YYGEXS,"['Customer_OXU', 'Customer_SKF', 'Customer_BYU']",305527832.58,67458630.22,Australia,449701,Pharmaceuticals,2022
GlobalCorp._168,"['Customer_BBG', 'Customer_YMH', 'Customer_TCI']",385789614.49,65967494.03,USA,782376,Technology,2023
GlobalCorp_71,"['Customer_ZYI', 'Customer_HHL', 'Customer_ZQB']",80303502.04,-3622410.03,Canada,897780,Energy,2024
GlobalCorp._130,"['Customer_IWQ', 'Customer_NPM', 'Customer_XPP']",168470638.06,26406788.14,Germany,525954,Retail,2021
GlobalCorp._122,"['Customer_KRZ', 'Customer_LME', 'Customer_MNG']",25553788.77,-433384.6,Australia,855447,Energy,2024
GlobalCorp._142,"['Customer_MIB', 'Customer_XAX', 'Customer_BQH']",185051981.33,6948499.96,France,213273,Pharmaceuticals,2021
GlobalCorp_45,"['Customer_WQK', 'Customer_SJW', 'Customer_GBF']",510151438.67,7322882.87,Australia,068906,Energy,2023
GlobalCorp._186,"['Customer_JAM', 'Customer_PPM', 'Customer_RKV']",277451917.2,18850645.65,France,856148,Retail,2021
GlobalCorp_12,"['Customer_PLU', 'Customer_SLL', 'Customer_HHF']",197804821.48,11048757.74,France,033718,Technology,2023
GlobalCorp_128,"['Customer_QGS', 'Customer_PND', 'Customer_BNT']",439142943.5,-18402607.95,India,461991,Technology,2023
Corp_BRLXUJ,"['Customer_IXF', 'Customer_IUY', 'Customer_FOL']",472116795.51,70696731.15,USA,135659,Technology,2022
GlobalCorp_94,"['Customer_GLM', 'Customer_IXA', 'Customer_HJY']",104668987.21,-5276013.08,Japan,409632,Technology,2022
GlobalCorp._18,"['Customer_ANY', 'Customer_VJD', 'Customer_FHS']",383684747.52,65350942.63,USA,500054,Automotive,2023
GlobalCorp_40,"['Customer_DLW', 'Customer_NHB', 'Customer_TEG']",388054976.77,9815444.3,Australia,232830,Retail,2021
GlobalCorp._105,"['Customer_SYT', 'Customer_CYK', 'Customer_BRR']",16826815.06,1024752.53,Japan,986023,Manufacturing,2021
Corp_MJOQGD,"['Customer_ZSL', 'Customer_BWC', 'Customer_HGA']",637319172.86,67076422.87,Canada,681706,Automotive,2020
GlobalCorp._100,"['Customer_MEG', 'Customer_CKK', 'Customer_VHZ']",487734915.69,11586485.44,UK,273133,Manufacturing,2022
GlobalCorp_143,"['Customer_YUY', 'Customer_ETS', 'Customer_PUH']",510560507.78,11724726.31,Japan,672973,Energy,2024
GlobalCorp_181,"['Customer_WXT', 'Customer_PWN', 'Customer_UWY']",531677102.82,-42381672.99,USA,155688,Retail,2023
GlobalCorp_107,"['Customer_BYO', 'Customer_WZP', 'Customer_JTW']",137580845.22,28782414.64,France,980366,Manufacturing,2021
GlobalCorp._109,"['Customer_IKK', 'Customer_ZYT', 'Customer_PZX']",389568533.83,38317416.1,USA,765328,Technology,2024
GlobalCorp_68,"['Customer_KNH', 'Customer_EAS', 'Customer_MNS']",168724210.56,38325159.35,Canada,732190,Retail,2022
GlobalCorp_37,"['Customer_YNB', 'Customer_SIC', 'Customer_ECY']",623584150.81,158864576.91,USA,803713,Technology,2024
Corp_TOYYPG,"['Customer_WZD', 'Customer_VUF', 'Customer_PAT']",41399905.71,9781355.45,Japan,313734,Automotive,2021
GlobalCorp._151,"['Customer_XQE', 'Customer_NUO', 'Customer_VBA']",66158018.54,4762311.58,Canada,680771,Retail,2021
GlobalCorp_129,"['Customer_NMI', 'Customer_HIT', 'Customer_BZI']",242254840.09,-1997696.25,Japan,472792,Automotive,2021
GlobalCorp._111,"['Customer_XBV', 'Customer_RAE', 'Customer_ESR']",300040046.35,33390028.08,India,154508,Technology,2022
GlobalCorp_92,"['Customer_IOY', 'Customer_LFD', 'Customer_IAP']",396788513.76,63030197.02,France,529401,Retail,2022
Corp_USBBUH,"['Customer_XVM', 'Customer_BIH', 'Customer_KIV']",169742175.27,-9999973.8,Germany,135715,Retail,2020
GlobalCorp._160,"['Customer_FCP', 'Customer_EAI', 'Customer_YNC']",99347436.49,16105801.75,Canada,185203,Retail,2023
GlobalCorp._176,"['Customer_CTE', 'Customer_YIM', 'Customer_PRA']",392522734.83,31558325.79,France,439111,Energy,2023
GlobalCorp_182,"['Customer_UXT', 'Customer_NMM', 'Customer_TBU']",455808951.17,15631752.2,India,226023,Energy,2022
GlobalCorp_78,"['Customer_JGL', 'Customer_TEW', 'Customer_LLH']",94271125.58,28232842.23,Japan,064854,Manufacturing,2021
GlobalCorp._127,"['Customer_XNC', 'Customer_RUX', 'Customer_PAI']",337415133.35,-11490999.15,India,495954,Retail,2021
Corp_GSYIME,"['Customer_ZGL', 'Customer_UHY', 'Customer_CJG']",604280531.82,150351238.99,Canada,348598,Manufacturing,2021
GlobalCorp_110,"['Customer_HKQ', 'Customer_HDU', 'Customer_DBB']",608808657.85,144777739.76,USA,963064,Retail,2021
GlobalCorp_159,"['Customer_NLG', 'Customer_SZS', 'Customer_ZAM']",524225205.88,66809723.2,Australia,490417,Pharmaceuticals,2024
Corp_USYWHN,"['Customer_AQM', 'Customer_WWY', 'Customer_LSD']",357841778.44,95544904.18,Canada,494283,Automotive,2021
GlobalCorp._191,"['Customer_SCO', 'Customer_ECX', 'Customer_PMD']",148716865.06,-14240810.01,USA,297832,Automotive,2024
GlobalCorp._5,"['Customer_FDU', 'Customer_SFI', 'Customer_ZOC']",85581509.51,7033507.06,UK,421023,Automotive,2024
Corp_QCZJOP,"['Customer_FBU', 'Customer_DTX', 'Customer_FJZ']",227288270.59,987689.42,Australia,297130,Automotive,2024
GlobalCorp_39,"['Customer_DVP', 'Customer_RJH', 'Customer_KGN']",501954019.51,83522738.52,France,951937,Automotive,2022
GlobalCorp_97,"['Customer_HHQ', 'Customer_WCL', 'Customer_VLL']",176264095.39,-16795632.98,Canada,174670,Retail,2020
GlobalCorp._40,"['Customer_PNX', 'Customer_EDX', 'Customer_ERJ']",362147432.43,72423186.43,Australia,232830,Retail,2022
Corp_OOYZGG,"['Customer_TOM', 'Customer_QUZ', 'Customer_NQR']",347066275.1,8064554.04,USA,261267,Energy,2023
GlobalCorp_75,"['Customer_OWI', 'Customer_JUJ', 'Customer_IQD']",329833461.18,41690526.21,UK,156978,Energy,2022
GlobalCorp._27,"['Customer_NPL', 'Customer_WIR', 'Customer_SHP']",367190423.78,57102770.62,Japan,975536,Manufacturing,2023
GlobalCorp_41,"['Customer_LNX', 'Customer_TTO', 'Customer_DMV']",346237941.33,23103064.5,India,884278,Manufacturing,2023
Corp_RSTIBK,"['Customer_RXK', 'Customer_ALH', 'Customer_NSC']",693763917.9,-50522860.64,Japan,118566,Manufacturing,2023
GlobalCorp._32,"['Customer_RBZ', 'Customer_DTU', 'Customer_DHE']",582797629.93,168848678.36,India,414333,Energy,2021
GlobalCorp._165,"['Customer_PKV', 'Customer_NBX', 'Customer_ENT']",645901528.5,23008872.96,UK,653580,Automotive,2021
Corp_NUWURG,"['Customer_MEH', 'Customer_TGE', 'Customer_HUG']",316633376.16,15358932.47,France,522473,Retail,2023
GlobalCorp_165,"['Customer_DUR', 'Customer_BQV', 'Customer_ANS']",518356147.81,-49992581.12,UK,653580,Automotive,2021
Corp_GKXLRN,"['Customer_MSV', 'Customer_GRV', 'Customer_KYN']",490651530.26,22400212.09,USA,855189,Pharmaceuticals,2022
GlobalCorp_11,"['Customer_MAQ', 'Customer_NEQ', 'Customer_MVS']",111761624.88,-5822934.09,India,155513,Technology,2022
GlobalCorp._72,"['Customer_BYZ', 'Customer_ELR', 'Customer_CEW']",591192706.51,139202226.75,USA,740955,Retail,2020
Corp_MAXQSE,"['Customer_GTI', 'Customer_ZQV', 'Customer_OJR']",122091264.82,-4168306.07,USA,730640,Energy,2020
GlobalCorp_175,"['Customer_VXN', 'Customer_NSQ', 'Customer_KYJ']",211686429.07,13095138.91,USA,216250,Retail,2023
GlobalCorp_90,"['Customer_NIB', 'Customer_VNG', 'Customer_VVY']",29061670.08,1318694.09,USA,657988,Manufacturing,2021
Corp_DQPVEZ,"['Customer_ESX', 'Customer_PIL', 'Customer_CRX']",636449873.97,141802579.17,Canada,288043,Energy,2020
GlobalCorp._198,"['Customer_IOQ', 'Customer_YWG', 'Customer_LFS']",673601890.0,193825488.44,Australia,249693,Manufacturing,2021
Corp_YTGQZF,"['Customer_CTE', 'Customer_DPT', 'Customer_YYY']",495857727.9,131038712.87,Australia,326913,Retail,2023
GlobalCorp_158,"['Customer_EXS', 'Customer_WHB', 'Customer_SLI']",462412858.2,135184391.14,Germany,064201,Retail,2021
GlobalCorp._185,"['Customer_TZK', 'Customer_QQG', 'Customer_YRK']",117447382.53,34739081.46,UK,897233,Pharmaceuticals,2022
GlobalCorp_177,"['Customer_IQR', 'Customer_HQF', 'Customer_JOU']",475616051.15,128313279.57,USA,630464,Pharmaceuticals,2023
GlobalCorp._177,"['Customer_QMH', 'Customer_FOY', 'Customer_FPQ']",312453769.04,32497751.79,USA,630464,Pharmaceuticals,2024
GlobalCorp_121,"['Customer_ZFO', 'Customer_FIX', 'Customer_EDE']",380400011.84,113769821.27,India,304658,Technology,2024
GlobalCorp_198,"['Customer_UUQ', 'Customer_ZGH', 'Customer_JIN']",610310772.35,30179089.8,Australia,249693,Manufacturing,2024
Corp_QVOIVB,"['Customer_CEJ', 'Customer_GQC', 'Customer_HED']",643723265.32,104506596.18,Canada,299350,Technology,2021
GlobalCorp_194,"['Customer_XJG', 'Customer_PVT', 'Customer_RXW']",10391452.29,2797197.42,Japan,220228,Retail,2022
GlobalCorp._78,"['Customer_TQY', 'Customer_MNK', 'Customer_ZIU']",43070757.3,9201986.61,Japan,064854,Manufacturing,2024
GlobalCorp_53,"['Customer_WBS', 'Customer_YUU', 'Customer_HEU']",22402311.5,-617417.6,Germany,178739,Pharmaceuticals,2024
Corp_MJAVDO,"['Customer_HMY', 'Customer_QKA', 'Customer_OMG']",681229113.36,156114869.16,Australia,813758,Automotive,2020
GlobalCorp_48,"['Customer_TMT', 'Customer_GMZ', 'Customer_HOL']",164423916.92,2111354.38,Australia,193433,Technology,2021
GlobalCorp_168,"['Customer_DBB', 'Customer_RGZ', 'Customer_EAF']",243894861.13,-6921922.95,USA,782376,Technology,2020
GlobalCorp_108,"['Customer_CNM', 'Customer_TTV', 'Customer_ERO']",158633427.58,6835729.71,Germany,764944,Technology,2020
GlobalCorp._133,"['Customer_ZSW', 'Customer_XJE', 'Customer_UVI']",13003817.49,3446854.54,Japan,606979,Retail,2022
GlobalCorp._134,"['Customer_PKR', 'Customer_ICQ', 'Customer_JQK']",109905785.35,23410652.71,Germany,207913,Retail,2020
GlobalCorp._103,"['Customer_FZS', 'Customer_TLP', 'Customer_SEO']",274788125.87,-10175752.42,France,736745,Technology,2022
GlobalCorp._97,"['Customer_UHV', 'Customer_LIY', 'Customer_CPF']",440831683.7,-22145714.08,Canada,174670,Retail,2024
Corp_TVWPNN,"['Customer_RUP', 'Customer_DDC', 'Customer_WLN']",301462661.65,-11486851.3,USA,477747,Energy,2020
Corp_RHWGLT,"['Customer_SYU', 'Customer_ISN', 'Customer_LMT']",104501803.9,23192267.48,UK,022445,Technology,2020
GlobalCorp_149,"['Customer_UBR', 'Customer_JLU', 'Customer_ZFX']",362301669.18,8782016.97,France,104576,Pharmaceuticals,2023
GlobalCorp._105,"['Customer_NYW', 'Customer_DHL', 'Customer_NBL']",526611688.3,114459999.9,Japan,986023,Manufacturing,2020
GlobalCorp_156,"['Customer_HAQ', 'Customer_PEA', 'Customer_UHL']",186877897.97,-17909683.13,Japan,571211,Manufacturing,2022
GlobalCorp._98,"['Customer_TEK', 'Customer_IDU', 'Customer_VYU']",66618103.57,10852753.64,Australia,925541,Manufacturing,2023
GlobalCorp._136,"['Customer_ZRR', 'Customer_FKA', 'Customer_BLL']",331897952.51,53140046.3,Japan,431833,Retail,2021
GlobalCorp._198,"['Customer_JLY', 'Customer_BOW', 'Customer_CIH']",695671423.55,9956029.36,Australia,249693,Manufacturing,2021
Corp_PFAQBM,"['Customer_SFZ', 'Customer_QNK', 'Customer_NKA']",430529542.91,-32769499.22,Germany,937902,Automotive,2021
GlobalCorp_169,"['Customer_MAC', 'Customer_DWD', 'Customer_DHU']",653982488.44,133142162.95,France,098090,Pharmaceuticals,2022
GlobalCorp._25,"['Customer_TTW', 'Customer_YKA', 'Customer_NXH']",577004471.19,60080580.06,France,909656,Manufacturing,2022
Corp_NGAJJS,"['Customer_IPB', 'Customer_CIJ', 'Customer_BMY']",451366628.02,48179650.13,Canada,463406,Automotive,2023
Corp_WRWEKN,"['Customer_HPG', 'Customer_FVD', 'Customer_GQT']",279588799.35,80873697.81,Canada,410118,Energy,2020
GlobalCorp_123,"['Customer_HME', 'Customer_IOQ', 'Customer_HSI']",299410897.6,31124835.32,UK,693909,Technology,2023
Corp_TZVFWN,"['Customer_XQA', 'Customer_LTY', 'Customer_OZY']",307385015.2,89497903.43,USA,633284,Automotive,2024
GlobalCorp_118,"['Customer_FYQ', 'Customer_HGI', 'Customer_DLD']",395298392.36,7963613.72,Australia,548352,Manufacturing,2021
GlobalCorp_129,"['Customer_UKZ', 'Customer_LZX', 'Customer_KSD']",289058664.91,12055067.86,Japan,472792,Automotive,2020
GlobalCorp_33,"['Customer_QOG', 'Customer_NZG', 'Customer_QCE']",157316605.02,3055938.91,USA,945306,Energy,2022
GlobalCorp._95,"['Customer_ZEN', 'Customer_VTF', 'Customer_KWT']",125968378.5,25700705.15,France,063348,Technology,2023
GlobalCorp._110,"['Customer_HMO', 'Customer_MYY', 'Customer_OGC']",232304817.83,46883398.76,USA,963064,Retail,2024
GlobalCorp_128,"['Customer_ZTT', 'Customer_KVI', 'Customer_ZTI']",473113681.97,122323986.4,India,461991,Technology,2023
GlobalCorp_115,"['Customer_DGJ', 'Customer_ZCF', 'Customer_QUX']",686526767.64,204642451.99,UK,450447,Pharmaceuticals,2020
Corp_PEWBQJ,"['Customer_SFV', 'Customer_SVW', 'Customer_GHQ']",208911255.89,36228648.33,Japan,997686,Technology,2022
Corp_DCIMZM,"['Customer_PTR', 'Customer_NXG', 'Customer_ZEH']",319773864.37,91121753.64,USA,192409,Manufacturing,2022
Corp_JBXGWJ,"['Customer_FSF', 'Customer_ADU', 'Customer_COK']",538721134.91,-21882607.25,Japan,800176,Automotive,2024
GlobalCorp_133,"['Customer_JHB', 'Customer_HUG', 'Customer_WDG']",606985305.28,-18778720.65,Japan,606979,Retail,2020
GlobalCorp._69,"['Customer_XAF', 'Customer_WGY', 'Customer_NUA']",389312407.45,7703370.68,France,567304,Energy,2024
GlobalCorp._38,"['Customer_VNF', 'Customer_EOH', 'Customer_DRR']",338558879.57,-23888251.73,France,282542,Pharmaceuticals,2021
GlobalCorp._7,"['Customer_PAE', 'Customer_EVB', 'Customer_TER']",477221716.11,115714509.88,Australia,569477,Technology,2021
GlobalCorp._187,"['Customer_KAX', 'Customer_YOB', 'Customer_WRR']",219480161.12,-5468206.51,Germany,983745,Energy,2022
Corp_QPWFQA,"['Customer_BDR', 'Customer_LFQ', 'Customer_TEV']",128800916.05,27164926.72,USA,901224,Energy,2023
GlobalCorp._179,"['Customer_FWP', 'Customer_NHE', 'Customer_HUN']",416401264.3,38648613.85,USA,764634,Retail,2021
GlobalCorp_51,"['Customer_YNE', 'Customer_YBM', 'Customer_MTM']",94826037.62,15977594.69,USA,431206,Automotive,2021
GlobalCorp_126,"['Customer_PRU', 'Customer_LBB', 'Customer_YJS']",20443111.0,2791081.74,Germany,277382,Automotive,2023
GlobalCorp_195,"['Customer_ZKA', 'Customer_GZL', 'Customer_RXF']",198594489.91,-13271823.77,Canada,132210,Pharmaceuticals,2022
GlobalCorp._49,"['Customer_ZYQ', 'Customer_SVR', 'Customer_QKI']",641328713.99,-14125455.32,France,752791,Pharmaceuticals,2020
GlobalCorp._130,"['Customer_FBA', 'Customer_UUB', 'Customer_UEG']",203105938.18,41268796.39,Germany,525954,Retail,2023
GlobalCorp._112,"['Customer_CYB', 'Customer_EID', 'Customer_FGV']",368726216.45,99105201.23,Australia,791202,Automotive,2021
GlobalCorp_128,"['Customer_WLO', 'Customer_KTR', 'Customer_RRU']",283154570.4,79427463.12,India,461991,Technology,2024
Corp_CBHEUT,"['Customer_VSZ', 'Customer_DDO', 'Customer_KLU']",655232250.69,149360845.72,France,510241,Retail,2023
Corp_CFKIMD,"['Customer_XNG', 'Customer_AIU', 'Customer_VNW']",561013766.14,-30856396.44,India,384803,Pharmaceuticals,2023
GlobalCorp._176,"['Customer_VKG', 'Customer_NXM', 'Customer_ZCV']",566498170.81,38126649.23,France,439111,Energy,2020
GlobalCorp._131,"['Customer_UMU', 'Customer_WVH', 'Customer_VJB']",552357271.88,-46502291.5,Canada,803371,Retail,2024
GlobalCorp._52,"['Customer_CWN', 'Customer_IMB', 'Customer_SQX']",291469916.87,51620032.6,Australia,188184,Manufacturing,2020
GlobalCorp._77,"['Customer_IRW', 'Customer_GFW', 'Customer_UJM']",490531925.23,69153610.12,France,167779,Automotive,2022
GlobalCorp._100,"['Customer_LIP', 'Customer_TNC', 'Customer_QAB']",433584695.59,68102039.54,UK,273133,Manufacturing,2022
GlobalCorp_35,"['Customer_DIJ', 'Customer_HAV', 'Customer_XDS']",170292062.61,20553260.56,UK,591578,Retail,2020
