corporate_name_S1,address,activity_places,top_suppliers,country,postal_code,industry_sector
GlobalCorp_2,958 Main Street,"['Plant_EOO', 'Warehouse_YXT']","['Supplier_MJG', 'Supplier_SGX', 'Supplier_YOV']",Germany,992015,Manufacturing
GlobalCorp_198,913 Main Street,"['Plant_VLC', 'Warehouse_QJG']","['Supplier_TSC', 'Supplier_NSI', 'Supplier_EQQ']",Australia,249693,Manufacturing
GlobalCorp_86,583 Main Street,"['Plant_KRK', 'Warehouse_RNT']","['Supplier_WIX', 'Supplier_VCM', 'Supplier_WMH']",USA,760668,Technology
Corp_QAYMTU,336 Street_OYA Ave,"['Plant_XQG', 'Warehouse_LGF']","['Supplier_VIF', 'Supplier_NLD', 'Supplier_QHP']",Canada,854011,Energy
GlobalCorp_126,158 Main Street,"['Plant_BCJ', 'Warehouse_YRX']","['Supplier_WKG', 'Supplier_HMC', 'Supplier_EPH']",Germany,277382,Automotive
GlobalCorp_65,421 Main Street,"['Plant_SKD', 'Warehouse_FNX']","['Supplier_NNI', 'Supplier_MNZ', 'Supplier_YJA']",UK,082671,Manufacturing
GlobalCorp_63,401 Main Street,"['Plant_MHD', 'Warehouse_KSI']","['Supplier_AQR', 'Supplier_NOW', 'Supplier_CMK']",UK,096322,Retail
globalcorporation_61,827 Main Street,"['Plant_FCO', 'Warehouse_KPH']","['Supplier_TSJ', 'Supplier_ALE', 'Supplier_GBC']",Canada,247437,Retail
Corp_NNAMEC,485 Street_FLQ Ave,"['Plant_DCI', 'Warehouse_QPZ']","['Supplier_BWS', 'Supplier_XQG', 'Supplier_USO']",Canada,505530,Energy
Corp_PMJONC,232 Street_WIA Ave,"['Plant_ZBQ', 'Warehouse_BUD']","['Supplier_JJR', 'Supplier_SYI', 'Supplier_SRT']",Canada,965479,Manufacturing
globalcorporation_127,910 Main Street,"['Plant_GSH', 'Warehouse_BOA']","['Supplier_VCA', 'Supplier_QZG', 'Supplier_VUY']",India,495954,Retail
GlobalCorp_193,713 Main Street,"['Plant_BHT', 'Warehouse_ZHJ']","['Supplier_ZDK', 'Supplier_PLE', 'Supplier_CFS']",Australia,445676,Energy
Corp_AUVBSF,423 Street_ONO Ave,"['Plant_YEA', 'Warehouse_AOU']","['Supplier_FHR', 'Supplier_SHW', 'Supplier_HUS']",India,232042,Pharmaceuticals
GlobalCorp_75,333 Main Street,"['Plant_SAT', 'Warehouse_STN']","['Supplier_TBA', 'Supplier_YXZ', 'Supplier_GRY']",UK,156978,Energy
Corp_IQLSQF,96 Street_EIJ Ave,"['Plant_GKM', 'Warehouse_ZMU']","['Supplier_NXD', 'Supplier_ILF', 'Supplier_QTL']",Australia,358091,Pharmaceuticals
Corp_FTPTSL,329 Street_AVS Ave,"['Plant_QJO', 'Warehouse_MCO']","['Supplier_TQW', 'Supplier_YMV', 'Supplier_CGS']",France,253237,Pharmaceuticals
Corp_IQKNED,80 Street_PRH Ave,"['Plant_RXA', 'Warehouse_PDA']","['Supplier_SDW', 'Supplier_OIU', 'Supplier_ZWC']",Germany,696213,Technology
GlobalCorp_129,438 Main Street,"['Plant_CLZ', 'Warehouse_XUB']","['Supplier_EQJ', 'Supplier_KWF', 'Supplier_JJM']",Japan,472792,Automotive
globalcorporation_162,505 Main Street,"['Plant_RSN', 'Warehouse_SZJ']","['Supplier_CVB', 'Supplier_MTG', 'Supplier_RXT']",Australia,196968,Automotive
Corp_RUCUHE,933 Street_ITK Ave,"['Plant_APF', 'Warehouse_GEO']","['Supplier_IIV', 'Supplier_JZN', 'Supplier_XGS']",Japan,054565,Technology
GlobalCorp_178,976 Main Street,"['Plant_XZZ', 'Warehouse_NOU']","['Supplier_WPY', 'Supplier_CXT', 'Supplier_QZI']",UK,029453,Technology
GlobalCorp_1,41 Main Street,"['Plant_AMK', 'Warehouse_BFK']","['Supplier_IFI', 'Supplier_TTV', 'Supplier_ZZP']",Canada,616198,Retail
GlobalCorp_123,524 Main Street,"['Plant_KQC', 'Warehouse_YHC']","['Supplier_GAR', 'Supplier_YWB', 'Supplier_ENY']",UK,693909,Technology
Corp_EXTVGR,378 Street_NAS Ave,"['Plant_OIR', 'Warehouse_QLA']","['Supplier_WAN', 'Supplier_FKN', 'Supplier_INM']",India,674000,Retail
Corp_RYMYNY,774 Street_UOK Ave,"['Plant_MWG', 'Warehouse_SGY']","['Supplier_HKI', 'Supplier_KKL', 'Supplier_RTA']",Japan,874862,Automotive
globalcorporation_120,890 Main Street,"['Plant_BRT', 'Warehouse_BAL']","['Supplier_KIV', 'Supplier_UKW', 'Supplier_AVE']",Canada,182440,Pharmaceuticals
Corp_PTBTWB,600 Street_KIZ Ave,"['Plant_AAA', 'Warehouse_KTS']","['Supplier_BDD', 'Supplier_SQI', 'Supplier_EVJ']",Japan,915590,Pharmaceuticals
Corp_EACSRX,121 Street_JWF Ave,"['Plant_WED', 'Warehouse_SJB']","['Supplier_TJK', 'Supplier_UNO', 'Supplier_ZTT']",Germany,583596,Automotive
Corp_LTZGQW,248 Street_NWQ Ave,"['Plant_QPK', 'Warehouse_NYE']","['Supplier_MEM', 'Supplier_CXK', 'Supplier_BNO']",UK,929146,Retail
globalcorporation_88,708 Main Street,"['Plant_LTJ', 'Warehouse_DCL']","['Supplier_DBQ', 'Supplier_ZOS', 'Supplier_XGT']",UK,005222,Pharmaceuticals
globalcorporation_106,72 Main Street,"['Plant_XEM', 'Warehouse_RBF']","['Supplier_VJX', 'Supplier_FYO', 'Supplier_CDH']",UK,137611,Pharmaceuticals
Corp_QZVGMH,640 Street_SJD Ave,"['Plant_FAH', 'Warehouse_RLZ']","['Supplier_XOD', 'Supplier_MBP', 'Supplier_QFE']",Germany,464134,Retail
GlobalCorp_40,518 Main Street,"['Plant_XHF', 'Warehouse_RYQ']","['Supplier_GOI', 'Supplier_WFJ', 'Supplier_KMW']",Australia,232830,Retail
Corp_CLFGHX,290 Street_RMA Ave,"['Plant_WYA', 'Warehouse_PZJ']","['Supplier_BVT', 'Supplier_HJY', 'Supplier_VAY']",Japan,634542,Automotive
GlobalCorp_175,389 Main Street,"['Plant_GJZ', 'Warehouse_FQW']","['Supplier_WMX', 'Supplier_LTF', 'Supplier_MNV']",USA,216250,Retail
Corp_OYNNVE,147 Street_AEE Ave,"['Plant_HWZ', 'Warehouse_BOH']","['Supplier_GBT', 'Supplier_NCZ', 'Supplier_XLK']",Australia,505760,Manufacturing
GlobalCorp_71,632 Main Street,"['Plant_CBK', 'Warehouse_CPH']","['Supplier_FVK', 'Supplier_UIS', 'Supplier_GUL']",Canada,897780,Energy
GlobalCorp_102,83 Main Street,"['Plant_OFU', 'Warehouse_UQD']","['Supplier_UWO', 'Supplier_NQK', 'Supplier_VAM']",India,853395,Technology
globalcorporation_21,241 Main Street,"['Plant_OWP', 'Warehouse_WJK']","['Supplier_EBD', 'Supplier_FMI', 'Supplier_TFW']",UK,887022,Retail
GlobalCorp_163,615 Main Street,"['Plant_RQR', 'Warehouse_WLW']","['Supplier_IDB', 'Supplier_TEW', 'Supplier_NZV']",Canada,440594,Pharmaceuticals
globalcorporation_149,487 Main Street,"['Plant_IIW', 'Warehouse_UIB']","['Supplier_CSY', 'Supplier_CZG', 'Supplier_VKP']",France,104576,Pharmaceuticals
Corp_XGMQUR,428 Street_BXE Ave,"['Plant_FVZ', 'Warehouse_YAL']","['Supplier_ICT', 'Supplier_TMO', 'Supplier_TJU']",Germany,653980,Automotive
Corp_UTMXDQ,766 Street_OGT Ave,"['Plant_GTM', 'Warehouse_YGI']","['Supplier_VQD', 'Supplier_TUU', 'Supplier_AAS']",France,847809,Automotive
Corp_SGNNWY,151 Street_QMY Ave,"['Plant_XFW', 'Warehouse_QWK']","['Supplier_WVN', 'Supplier_TQT', 'Supplier_KAF']",USA,421665,Manufacturing
GlobalCorp_98,502 Main Street,"['Plant_XAA', 'Warehouse_VPJ']","['Supplier_GJJ', 'Supplier_UGI', 'Supplier_YAQ']",Australia,925541,Manufacturing
globalcorporation_192,520 Main Street,"['Plant_RCW', 'Warehouse_PUH']","['Supplier_VOI', 'Supplier_NLX', 'Supplier_ZUH']",USA,456272,Retail
Corp_ALJXCN,834 Street_WBE Ave,"['Plant_IIE', 'Warehouse_EUQ']","['Supplier_QBE', 'Supplier_CFG', 'Supplier_UAU']",USA,397718,Pharmaceuticals
Corp_TJVIXC,24 Street_VJT Ave,"['Plant_PKT', 'Warehouse_SCJ']","['Supplier_HBW', 'Supplier_OYX', 'Supplier_XLM']",India,483780,Automotive
Corp_KENPHV,98 Street_RQN Ave,"['Plant_TWE', 'Warehouse_NED']","['Supplier_MRK', 'Supplier_IBQ', 'Supplier_MXS']",France,916528,Pharmaceuticals
Corp_FHAYGX,860 Street_CZL Ave,"['Plant_TUX', 'Warehouse_STJ']","['Supplier_IFF', 'Supplier_GLR', 'Supplier_NXV']",USA,278605,Manufacturing
GlobalCorp_108,791 Main Street,"['Plant_CHV', 'Warehouse_SVX']","['Supplier_QMN', 'Supplier_BTR', 'Supplier_BOX']",Germany,764944,Technology
GlobalCorp_114,591 Main Street,"['Plant_MWP', 'Warehouse_ONS']","['Supplier_KDX', 'Supplier_OGJ', 'Supplier_TQI']",Japan,001629,Retail
globalcorporation_144,72 Main Street,"['Plant_CXR', 'Warehouse_SVR']","['Supplier_QCB', 'Supplier_XDK', 'Supplier_PDE']",Japan,417740,Manufacturing
globalcorporation_171,323 Main Street,"['Plant_RUV', 'Warehouse_PQW']","['Supplier_NNA', 'Supplier_WVW', 'Supplier_BPA']",Japan,862563,Manufacturing
globalcorporation_11,206 Main Street,"['Plant_FEK', 'Warehouse_PPL']","['Supplier_XSF', 'Supplier_VNB', 'Supplier_NNN']",India,155513,Technology
Corp_FLUJIG,435 Street_ZPO Ave,"['Plant_XMM', 'Warehouse_YOS']","['Supplier_SJO', 'Supplier_OUQ', 'Supplier_KQQ']",USA,950822,Manufacturing
GlobalCorp_163,615 Main Street,"['Plant_TJE', 'Warehouse_PIH']","['Supplier_GLA', 'Supplier_DTJ', 'Supplier_NDL']",Canada,440594,Pharmaceuticals
GlobalCorp_173,209 Main Street,"['Plant_ZLW', 'Warehouse_DVR']","['Supplier_NEY', 'Supplier_AES', 'Supplier_HDK']",USA,752427,Retail
Corp_HBZLXU,354 Street_WRC Ave,"['Plant_TEY', 'Warehouse_NZC']","['Supplier_MCC', 'Supplier_AJY', 'Supplier_QVW']",UK,130577,Retail
GlobalCorp_74,486 Main Street,"['Plant_TQP', 'Warehouse_IXF']","['Supplier_CJH', 'Supplier_HYX', 'Supplier_ICO']",USA,497450,Automotive
Corp_XLJSPE,488 Street_BRP Ave,"['Plant_RTP', 'Warehouse_IXN']","['Supplier_JJY', 'Supplier_QKL', 'Supplier_JIG']",France,375355,Automotive
globalcorporation_62,773 Main Street,"['Plant_HBB', 'Warehouse_MFT']","['Supplier_CIG', 'Supplier_UDU', 'Supplier_LUD']",India,448212,Manufacturing
Corp_BWFNDN,152 Street_ONB Ave,"['Plant_YGU', 'Warehouse_CBR']","['Supplier_TWM', 'Supplier_YDN', 'Supplier_BSQ']",Japan,221571,Retail
GlobalCorp_189,297 Main Street,"['Plant_YCP', 'Warehouse_ICN']","['Supplier_TOT', 'Supplier_TJS', 'Supplier_JTY']",Australia,847866,Technology
globalcorporation_183,590 Main Street,"['Plant_NNU', 'Warehouse_HWT']","['Supplier_GBL', 'Supplier_MYR', 'Supplier_BBL']",France,632133,Automotive
Corp_KWKGWD,498 Street_PLV Ave,"['Plant_BAL', 'Warehouse_HEE']","['Supplier_YWF', 'Supplier_AVB', 'Supplier_PJV']",Australia,552751,Retail
Corp_MWOUOI,63 Street_SST Ave,"['Plant_ASD', 'Warehouse_TYS']","['Supplier_CNM', 'Supplier_HMM', 'Supplier_GDP']",Japan,921312,Technology
Corp_TYOXRT,930 Street_NZP Ave,"['Plant_DBD', 'Warehouse_XZI']","['Supplier_TFR', 'Supplier_QYP', 'Supplier_MTD']",Japan,114662,Technology
Corp_ZSEDRO,543 Street_UDB Ave,"['Plant_YVK', 'Warehouse_EVU']","['Supplier_DNC', 'Supplier_RGG', 'Supplier_KMH']",Japan,678118,Energy
globalcorporation_165,901 Main Street,"['Plant_SNQ', 'Warehouse_EDY']","['Supplier_CZV', 'Supplier_EUL', 'Supplier_MDM']",UK,653580,Automotive
GlobalCorp_96,14 Main Street,"['Plant_NUI', 'Warehouse_FKX']","['Supplier_TDO', 'Supplier_QGZ', 'Supplier_XSM']",Germany,216859,Technology
GlobalCorp_27,230 Main Street,"['Plant_NMD', 'Warehouse_GJJ']","['Supplier_OLF', 'Supplier_LGJ', 'Supplier_KDY']",Japan,975536,Manufacturing
globalcorporation_144,72 Main Street,"['Plant_GDW', 'Warehouse_RHT']","['Supplier_WXP', 'Supplier_LCL', 'Supplier_BTX']",Japan,417740,Manufacturing
GlobalCorp_48,543 Main Street,"['Plant_NAM', 'Warehouse_TNU']","['Supplier_SJV', 'Supplier_KPX', 'Supplier_KOL']",Australia,193433,Technology
Corp_NPZKZS,756 Street_RDF Ave,"['Plant_RNM', 'Warehouse_EWT']","['Supplier_EPG', 'Supplier_FCA', 'Supplier_WLQ']",Australia,820467,Technology
GlobalCorp_86,583 Main Street,"['Plant_VDD', 'Warehouse_QAB']","['Supplier_ENZ', 'Supplier_BMW', 'Supplier_MYU']",USA,760668,Technology
Corp_WZQGNX,152 Street_KBZ Ave,"['Plant_VXW', 'Warehouse_LDD']","['Supplier_MTE', 'Supplier_ZLM', 'Supplier_EQS']",Australia,573232,Pharmaceuticals
globalcorporation_142,627 Main Street,"['Plant_LJL', 'Warehouse_DKA']","['Supplier_SYE', 'Supplier_TVX', 'Supplier_OGI']",France,213273,Pharmaceuticals
GlobalCorp_120,890 Main Street,"['Plant_RMN', 'Warehouse_GTY']","['Supplier_XJT', 'Supplier_TZQ', 'Supplier_EOS']",Canada,182440,Pharmaceuticals
GlobalCorp_112,266 Main Street,"['Plant_ERX', 'Warehouse_MRI']","['Supplier_EOI', 'Supplier_ZER', 'Supplier_JMS']",Australia,791202,Automotive
globalcorporation_93,309 Main Street,"['Plant_FJK', 'Warehouse_PYP']","['Supplier_EVX', 'Supplier_HKM', 'Supplier_REL']",UK,459707,Automotive
globalcorporation_64,77 Main Street,"['Plant_QUR', 'Warehouse_ASJ']","['Supplier_BPC', 'Supplier_BFQ', 'Supplier_MYV']",UK,737489,Technology
Corp_KEGVTJ,427 Street_UBZ Ave,"['Plant_JEF', 'Warehouse_CJI']","['Supplier_LJV', 'Supplier_ZUL', 'Supplier_RRY']",France,775381,Technology
GlobalCorp_187,100 Main Street,"['Plant_EIH', 'Warehouse_GWD']","['Supplier_ROE', 'Supplier_GJB', 'Supplier_VET']",Germany,983745,Energy
globalcorporation_142,627 Main Street,"['Plant_MJH', 'Warehouse_KDA']","['Supplier_VLI', 'Supplier_ZCL', 'Supplier_NXT']",France,213273,Pharmaceuticals
Corp_JARBQW,156 Street_CWX Ave,"['Plant_CFH', 'Warehouse_JBE']","['Supplier_RDM', 'Supplier_OIU', 'Supplier_XHS']",UK,912924,Energy
GlobalCorp_110,400 Main Street,"['Plant_TXX', 'Warehouse_XDN']","['Supplier_RGH', 'Supplier_FLY', 'Supplier_VHD']",USA,963064,Retail
GlobalCorp_64,77 Main Street,"['Plant_VPT', 'Warehouse_LGH']","['Supplier_BNQ', 'Supplier_XMP', 'Supplier_GOX']",UK,737489,Technology
GlobalCorp_32,227 Main Street,"['Plant_ALX', 'Warehouse_CLO']","['Supplier_ITD', 'Supplier_OZX', 'Supplier_PXD']",India,414333,Energy
globalcorporation_77,592 Main Street,"['Plant_BEO', 'Warehouse_VUU']","['Supplier_CSM', 'Supplier_KVS', 'Supplier_NHE']",France,167779,Automotive
GlobalCorp_64,77 Main Street,"['Plant_KFY', 'Warehouse_FZI']","['Supplier_REQ', 'Supplier_DSU', 'Supplier_DKB']",UK,737489,Technology
Corp_USVOWX,144 Street_HAY Ave,"['Plant_MUG', 'Warehouse_IFI']","['Supplier_NTW', 'Supplier_MJM', 'Supplier_AMW']",India,252237,Automotive
GlobalCorp_43,605 Main Street,"['Plant_MWU', 'Warehouse_NCZ']","['Supplier_ZJG', 'Supplier_BIP', 'Supplier_OMD']",France,531043,Retail
globalcorporation_155,683 Main Street,"['Plant_OBC', 'Warehouse_TFV']","['Supplier_KBK', 'Supplier_GXH', 'Supplier_DVH']",Australia,979907,Energy
GlobalCorp_166,768 Main Street,"['Plant_BNM', 'Warehouse_RFI']","['Supplier_PRM', 'Supplier_CEM', 'Supplier_SKK']",France,908074,Retail
Corp_CQOUVO,963 Street_OQD Ave,"['Plant_ABV', 'Warehouse_HCW']","['Supplier_JGS', 'Supplier_XGG', 'Supplier_ICX']",India,455406,Retail
GlobalCorp_30,622 Main Street,"['Plant_WTR', 'Warehouse_AZF']","['Supplier_IXC', 'Supplier_TPN', 'Supplier_CAX']",USA,882748,Technology
GlobalCorp_114,591 Main Street,"['Plant_WHO', 'Warehouse_NPI']","['Supplier_BBW', 'Supplier_ANA', 'Supplier_RJB']",Japan,001629,Retail
Corp_NERYTT,171 Street_POJ Ave,"['Plant_VWF', 'Warehouse_YJP']","['Supplier_UAY', 'Supplier_VOO', 'Supplier_XHE']",Japan,397135,Energy
Corp_GNQXFO,411 Street_MHP Ave,"['Plant_DAN', 'Warehouse_HRI']","['Supplier_NOK', 'Supplier_MHU', 'Supplier_KQX']",Australia,124972,Energy
globalcorporation_168,265 Main Street,"['Plant_OBO', 'Warehouse_WUR']","['Supplier_RYC', 'Supplier_XLH', 'Supplier_YPA']",USA,782376,Technology
Corp_UUATSV,242 Street_AIT Ave,"['Plant_IJW', 'Warehouse_ZBL']","['Supplier_XBX', 'Supplier_FOQ', 'Supplier_CKJ']",USA,831219,Retail
GlobalCorp_174,512 Main Street,"['Plant_QBK', 'Warehouse_JQI']","['Supplier_SAG', 'Supplier_BYO', 'Supplier_LRC']",India,201320,Automotive
GlobalCorp_165,901 Main Street,"['Plant_DKH', 'Warehouse_JUD']","['Supplier_QHZ', 'Supplier_BMJ', 'Supplier_YQS']",UK,653580,Automotive
GlobalCorp_13,524 Main Street,"['Plant_LGD', 'Warehouse_PEH']","['Supplier_MNC', 'Supplier_HBT', 'Supplier_LKB']",Canada,906099,Manufacturing
globalcorporation_2,958 Main Street,"['Plant_EVT', 'Warehouse_IKP']","['Supplier_FYO', 'Supplier_DKI', 'Supplier_OCS']",Germany,992015,Manufacturing
GlobalCorp_125,999 Main Street,"['Plant_ITN', 'Warehouse_APF']","['Supplier_XYW', 'Supplier_EJZ', 'Supplier_YGW']",UK,284248,Pharmaceuticals
GlobalCorp_143,255 Main Street,"['Plant_VHS', 'Warehouse_TNG']","['Supplier_JVE', 'Supplier_FAY', 'Supplier_TCR']",Japan,672973,Energy
Corp_HQBQLJ,257 Street_KJC Ave,"['Plant_AFG', 'Warehouse_KOU']","['Supplier_CLJ', 'Supplier_RBG', 'Supplier_ZYR']",Australia,724943,Retail
globalcorporation_103,261 Main Street,"['Plant_GZN', 'Warehouse_LES']","['Supplier_DGD', 'Supplier_NSA', 'Supplier_MTO']",France,736745,Technology
GlobalCorp_186,189 Main Street,"['Plant_QYJ', 'Warehouse_CGA']","['Supplier_COR', 'Supplier_GSJ', 'Supplier_CCK']",France,856148,Retail
Corp_FIMACA,122 Street_UPT Ave,"['Plant_YEZ', 'Warehouse_ECV']","['Supplier_BKS', 'Supplier_FVB', 'Supplier_PRH']",Germany,395375,Energy
GlobalCorp_176,631 Main Street,"['Plant_QQF', 'Warehouse_XUW']","['Supplier_ALT', 'Supplier_KFH', 'Supplier_ADB']",France,439111,Energy
globalcorporation_170,326 Main Street,"['Plant_LOC', 'Warehouse_SKD']","['Supplier_CCC', 'Supplier_SMD', 'Supplier_KNS']",India,776972,Automotive
GlobalCorp_83,462 Main Street,"['Plant_UAQ', 'Warehouse_KNV']","['Supplier_GLP', 'Supplier_TPK', 'Supplier_VFH']",UK,236067,Pharmaceuticals
globalcorporation_141,697 Main Street,"['Plant_KVU', 'Warehouse_UHD']","['Supplier_CID', 'Supplier_FCA', 'Supplier_LJN']",USA,659057,Retail
GlobalCorp_178,976 Main Street,"['Plant_UPC', 'Warehouse_NCB']","['Supplier_ILI', 'Supplier_TVY', 'Supplier_IVQ']",UK,029453,Technology
Corp_VCLULP,500 Street_VWS Ave,"['Plant_KUP', 'Warehouse_DBI']","['Supplier_DRK', 'Supplier_LJA', 'Supplier_BKV']",India,816867,Energy
Corp_LCIRHR,780 Street_KPF Ave,"['Plant_SOA', 'Warehouse_ASH']","['Supplier_YHX', 'Supplier_RGS', 'Supplier_IOE']",Japan,261276,Energy
GlobalCorp_40,518 Main Street,"['Plant_UYH', 'Warehouse_SUZ']","['Supplier_OKU', 'Supplier_PVS', 'Supplier_FVY']",Australia,232830,Retail
GlobalCorp_148,579 Main Street,"['Plant_LJB', 'Warehouse_FGC']","['Supplier_CDR', 'Supplier_UKV', 'Supplier_GHS']",Japan,438423,Manufacturing
GlobalCorp_136,777 Main Street,"['Plant_BMC', 'Warehouse_RCG']","['Supplier_EUJ', 'Supplier_RAN', 'Supplier_QLK']",Japan,431833,Retail
globalcorporation_77,592 Main Street,"['Plant_QTZ', 'Warehouse_SQI']","['Supplier_FEJ', 'Supplier_HFZ', 'Supplier_XIU']",France,167779,Automotive
Corp_EKZYQB,636 Street_WRF Ave,"['Plant_TBI', 'Warehouse_IEF']","['Supplier_KUY', 'Supplier_RUA', 'Supplier_YWD']",India,462709,Automotive
GlobalCorp_133,120 Main Street,"['Plant_HLF', 'Warehouse_NGV']","['Supplier_QNJ', 'Supplier_EYE', 'Supplier_WAB']",Japan,606979,Retail
GlobalCorp_5,278 Main Street,"['Plant_DFR', 'Warehouse_EXW']","['Supplier_JKD', 'Supplier_ISY', 'Supplier_NVM']",UK,421023,Automotive
globalcorporation_92,622 Main Street,"['Plant_AOF', 'Warehouse_YDU']","['Supplier_VUH', 'Supplier_KBZ', 'Supplier_WTR']",France,529401,Retail
Corp_ZGMGTK,342 Street_CAF Ave,"['Plant_CIH', 'Warehouse_FXT']","['Supplier_OHK', 'Supplier_MOO', 'Supplier_PXO']",UK,955790,Pharmaceuticals
Corp_NWKXUF,285 Street_FBF Ave,"['Plant_EJJ', 'Warehouse_RQB']","['Supplier_DCF', 'Supplier_HQS', 'Supplier_KGO']",Canada,506533,Technology
GlobalCorp_193,713 Main Street,"['Plant_FFG', 'Warehouse_JDV']","['Supplier_ZWG', 'Supplier_GBS', 'Supplier_NNU']",Australia,445676,Energy
Corp_RUAHRB,147 Street_WPQ Ave,"['Plant_RNQ', 'Warehouse_NYY']","['Supplier_GCC', 'Supplier_XIE', 'Supplier_UKF']",Germany,598692,Technology
globalcorporation_186,189 Main Street,"['Plant_PKW', 'Warehouse_KPH']","['Supplier_UQH', 'Supplier_RJM', 'Supplier_FMT']",France,856148,Retail
globalcorporation_55,606 Main Street,"['Plant_JFV', 'Warehouse_JOK']","['Supplier_DVY', 'Supplier_LLX', 'Supplier_QWV']",Japan,417000,Manufacturing
Corp_RZVFVT,159 Street_TYH Ave,"['Plant_XRN', 'Warehouse_LCK']","['Supplier_JES', 'Supplier_MPV', 'Supplier_LLU']",India,811036,Technology
GlobalCorp_166,768 Main Street,"['Plant_TXS', 'Warehouse_DHE']","['Supplier_FOW', 'Supplier_ZJY', 'Supplier_OBX']",France,908074,Retail
globalcorporation_85,499 Main Street,"['Plant_UPI', 'Warehouse_ERG']","['Supplier_CIR', 'Supplier_GHG', 'Supplier_BNL']",India,138284,Technology
Corp_VTUOFB,806 Street_ADE Ave,"['Plant_ROP', 'Warehouse_OPA']","['Supplier_KDW', 'Supplier_TXT', 'Supplier_ABR']",Japan,038424,Pharmaceuticals
globalcorporation_55,606 Main Street,"['Plant_WOI', 'Warehouse_RHO']","['Supplier_DNX', 'Supplier_QEW', 'Supplier_GNG']",Japan,417000,Manufacturing
GlobalCorp_83,462 Main Street,"['Plant_LAA', 'Warehouse_TGP']","['Supplier_AMG', 'Supplier_FRI', 'Supplier_BQZ']",UK,236067,Pharmaceuticals
GlobalCorp_174,512 Main Street,"['Plant_FAO', 'Warehouse_NSB']","['Supplier_PJU', 'Supplier_GEJ', 'Supplier_KHD']",India,201320,Automotive
GlobalCorp_170,326 Main Street,"['Plant_DAA', 'Warehouse_DZH']","['Supplier_AAS', 'Supplier_QAH', 'Supplier_LHC']",India,776972,Automotive
globalcorporation_66,321 Main Street,"['Plant_YFQ', 'Warehouse_JPV']","['Supplier_VDJ', 'Supplier_NML', 'Supplier_NJX']",Canada,598816,Automotive
Corp_XSKUDD,660 Street_HZL Ave,"['Plant_KNS', 'Warehouse_HDF']","['Supplier_VXC', 'Supplier_TUF', 'Supplier_QZM']",USA,784896,Technology
GlobalCorp_40,518 Main Street,"['Plant_FNK', 'Warehouse_CII']","['Supplier_ONV', 'Supplier_AXZ', 'Supplier_XVY']",Australia,232830,Retail
Corp_VITPAJ,532 Street_IIB Ave,"['Plant_PWX', 'Warehouse_UDM']","['Supplier_UHS', 'Supplier_FKI', 'Supplier_BNV']",USA,623530,Manufacturing
globalcorporation_176,631 Main Street,"['Plant_LYP', 'Warehouse_FOP']","['Supplier_LAP', 'Supplier_LUP', 'Supplier_QCV']",France,439111,Energy
GlobalCorp_165,901 Main Street,"['Plant_LDT', 'Warehouse_GLQ']","['Supplier_BHP', 'Supplier_AVZ', 'Supplier_CJQ']",UK,653580,Automotive
GlobalCorp_192,520 Main Street,"['Plant_PMK', 'Warehouse_NVD']","['Supplier_JZE', 'Supplier_BVT', 'Supplier_JWB']",USA,456272,Retail
Corp_KBZKLC,197 Street_KZH Ave,"['Plant_OUS', 'Warehouse_NHN']","['Supplier_XFI', 'Supplier_QSV', 'Supplier_GZQ']",UK,568991,Technology
globalcorporation_76,62 Main Street,"['Plant_FZT', 'Warehouse_ZXM']","['Supplier_NJA', 'Supplier_JDX', 'Supplier_OVR']",India,171460,Pharmaceuticals
Corp_YNWRAI,698 Street_XCU Ave,"['Plant_YJF', 'Warehouse_QJR']","['Supplier_YCZ', 'Supplier_BSJ', 'Supplier_YKJ']",Australia,016694,Energy
GlobalCorp_21,241 Main Street,"['Plant_FYR', 'Warehouse_SSE']","['Supplier_ZRM', 'Supplier_NNR', 'Supplier_GVV']",UK,887022,Retail
globalcorporation_4,679 Main Street,"['Plant_YSZ', 'Warehouse_KDZ']","['Supplier_LIM', 'Supplier_EOR', 'Supplier_UMB']",Japan,487709,Retail
GlobalCorp_148,579 Main Street,"['Plant_FVR', 'Warehouse_AGQ']","['Supplier_NGC', 'Supplier_BPV', 'Supplier_WAH']",Japan,438423,Manufacturing
Corp_FRODCA,456 Street_UNG Ave,"['Plant_UJQ', 'Warehouse_RNQ']","['Supplier_OHL', 'Supplier_OAO', 'Supplier_ACK']",Germany,538960,Energy
GlobalCorp_135,136 Main Street,"['Plant_CGL', 'Warehouse_XIK']","['Supplier_FEH', 'Supplier_ZZH', 'Supplier_STR']",Australia,300488,Manufacturing
Corp_AFLJMJ,276 Street_UTL Ave,"['Plant_PAV', 'Warehouse_IXK']","['Supplier_PKN', 'Supplier_DXC', 'Supplier_SAG']",Germany,340126,Automotive
globalcorporation_22,240 Main Street,"['Plant_YIC', 'Warehouse_OKD']","['Supplier_GVX', 'Supplier_RBE', 'Supplier_GPJ']",India,861245,Automotive
GlobalCorp_146,732 Main Street,"['Plant_CSA', 'Warehouse_BTQ']","['Supplier_RNK', 'Supplier_OBF', 'Supplier_BTN']",Canada,826780,Pharmaceuticals
Corp_OXNJAG,916 Street_BXR Ave,"['Plant_FDZ', 'Warehouse_HNM']","['Supplier_AKY', 'Supplier_YNZ', 'Supplier_KAL']",Germany,490285,Energy
